spec,dps,item_level,fight_name,fight_length
Blood DeathKnight,50949.41,472,The Spirit Kings,386219
Arms Warrior,67808.54,470,The Spirit Kings,386219
Survival Hunter,195108.04,470,The Stone Guard,262595
Survival Hunter,192129.8,466,The Stone Guard,262595
Brewmaster Monk,109670.3,463,The Stone Guard,262595
Frost Mage,165193.66,467,The Stone Guard,262595
Enhancement Shaman,119736.13,469,The Stone Guard,262595
Destruction Warlock,192930.19,471,The Stone Guard,262595
Unholy DeathKnight,179824.88,472,The Stone Guard,262595
Survival Hunter,119209.35,464,The Stone Guard,262595
Frost Mage,206274.5,466,The Stone Guard,262595
Survival Hunter,162826.65,470,The Stone Guard,262595
Unholy DeathKnight,113502.41,470,The Stone Guard,262595
Destruction Warlock,149778.69,472,The Stone Guard,262595
Elemental Shaman,146076.3,471,The Stone Guard,262595
Blood DeathKnight,14194.97,467,The Stone Guard,262595
Elemental Shaman,160305.68,465,The Stone Guard,262595
Balance Druid,128419.35,467,The Stone Guard,262595
Destruction Warlock,48548.62,470,The Stone Guard,262595
Destruction Warlock,161045.37,470,The Stone Guard,262595
Protection Warrior,17158.54,467,The Stone Guard,262595
Survival Hunter,188371.45,461,The Stone Guard,262595
Survival Hunter,118307.53,470,Feng the Accursed,395566
Survival Hunter,112309.84,466,Feng the Accursed,395566
Brewmaster Monk,74844.09,463,Feng the Accursed,395566
Frost Mage,76696.62,469,Feng the Accursed,395566
Enhancement Shaman,71847.78,469,Feng the Accursed,395566
Destruction Warlock,97040.0,471,Feng the Accursed,395566
Unholy DeathKnight,92647.0,473,Feng the Accursed,395566
Elemental Shaman,6018.75,468,Feng the Accursed,395566
Survival Hunter,99931.06,464,Feng the Accursed,395566
Frost Mage,87521.95,466,Feng the Accursed,395566
Survival Hunter,106093.84,470,Feng the Accursed,395566
Unholy DeathKnight,66958.15,470,Feng the Accursed,395566
Destruction Warlock,88344.58,472,Feng the Accursed,395566
Elemental Shaman,75836.63,471,Feng the Accursed,395566
Blood DeathKnight,72723.71,467,Feng the Accursed,395566
Elemental Shaman,91265.38,465,Feng the Accursed,395566
Balance Druid,69031.53,467,Feng the Accursed,395566
Destruction Warlock,75378.19,470,Feng the Accursed,395566
Arms Warrior,83936.59,467,Feng the Accursed,395566
Destruction Warlock,85758.81,470,Feng the Accursed,395566
Survival Hunter,98177.78,461,Feng the Accursed,395566
Survival Hunter,105737.19,470,Gara'jal the Spiritbinder,354772
Survival Hunter,97917.21,466,Gara'jal the Spiritbinder,354772
Brewmaster Monk,39383.95,463,Gara'jal the Spiritbinder,354772
Frost Mage,86724.31,473,Gara'jal the Spiritbinder,354772
Enhancement Shaman,65913.37,469,Gara'jal the Spiritbinder,354772
Destruction Warlock,91107.69,472,Gara'jal the Spiritbinder,354772
Unholy DeathKnight,102767.41,476,Gara'jal the Spiritbinder,354772
Elemental Shaman,5272.59,468,Gara'jal the Spiritbinder,354772
Survival Hunter,82617.14,464,Gara'jal the Spiritbinder,354772
Frost Mage,88295.49,466,Gara'jal the Spiritbinder,354772
Survival Hunter,96938.61,470,Gara'jal the Spiritbinder,354772
Unholy DeathKnight,76333.39,472,Gara'jal the Spiritbinder,354772
Destruction Warlock,91541.74,472,Gara'jal the Spiritbinder,354772
Elemental Shaman,83511.18,472,Gara'jal the Spiritbinder,354772
Blood DeathKnight,34491.13,467,Gara'jal the Spiritbinder,354772
Elemental Shaman,86907.04,465,Gara'jal the Spiritbinder,354772
Balance Druid,62839.14,467,Gara'jal the Spiritbinder,354772
Destruction Warlock,80547.77,470,Gara'jal the Spiritbinder,354772
Elemental Shaman,3291.55,468,Gara'jal the Spiritbinder,354772
Arms Warrior,87245.29,467,Gara'jal the Spiritbinder,354772
Destruction Warlock,85214.74,470,Gara'jal the Spiritbinder,354772
Survival Hunter,72907.88,461,Gara'jal the Spiritbinder,354772
Enhancement Shaman,119765.77,469,The Stone Guard,262530
Survival Hunter,119238.87,464,The Stone Guard,262530
Destruction Warlock,48560.64,470,The Stone Guard,262530
Protection Warrior,17162.79,467,The Stone Guard,262530
Survival Hunter,192177.37,466,The Stone Guard,262530
Destruction Warlock,192977.96,471,The Stone Guard,262530
Brewmaster Monk,109697.46,463,The Stone Guard,262530
Frost Mage,206325.57,466,The Stone Guard,262530
Destruction Warlock,149815.77,472,The Stone Guard,262530
Blood DeathKnight,14198.48,467,The Stone Guard,262530
Frost Mage,165234.56,467,The Stone Guard,262530
Elemental Shaman,146112.47,471,The Stone Guard,262530
Survival Hunter,188418.09,461,The Stone Guard,262530
Unholy DeathKnight,113530.51,470,The Stone Guard,262530
Destruction Warlock,161085.25,470,The Stone Guard,262530
Survival Hunter,162866.97,470,The Stone Guard,262530
Balance Druid,128451.14,467,The Stone Guard,262530
Unholy DeathKnight,179869.41,472,The Stone Guard,262530
Elemental Shaman,160345.37,465,The Stone Guard,262530
Survival Hunter,195156.34,470,The Stone Guard,262530
Enhancement Shaman,71856.86,469,Feng the Accursed,395516
Survival Hunter,99943.69,464,Feng the Accursed,395516
Destruction Warlock,75387.72,470,Feng the Accursed,395516
Survival Hunter,112324.03,466,Feng the Accursed,395516
Destruction Warlock,97052.27,471,Feng the Accursed,395516
Brewmaster Monk,74853.55,463,Feng the Accursed,395516
Elemental Shaman,6019.51,468,Feng the Accursed,395516
Arms Warrior,83947.21,467,Feng the Accursed,395516
Frost Mage,87533.01,466,Feng the Accursed,395516
Destruction Warlock,88355.75,472,Feng the Accursed,395516
Frost Mage,76706.31,469,Feng the Accursed,395516
Blood DeathKnight,72732.91,467,Feng the Accursed,395516
Elemental Shaman,75846.22,471,Feng the Accursed,395516
Survival Hunter,98190.19,461,Feng the Accursed,395516
Unholy DeathKnight,66966.61,470,Feng the Accursed,395516
Destruction Warlock,85769.65,470,Feng the Accursed,395516
Survival Hunter,106107.25,470,Feng the Accursed,395516
Balance Druid,69040.26,467,Feng the Accursed,395516
Unholy DeathKnight,92658.71,473,Feng the Accursed,395516
Elemental Shaman,91276.91,465,Feng the Accursed,395516
Survival Hunter,118322.48,470,Feng the Accursed,395516
Enhancement Shaman,65920.61,469,Gara'jal the Spiritbinder,354733
Survival Hunter,82626.23,464,Gara'jal the Spiritbinder,354733
Elemental Shaman,3291.91,468,Gara'jal the Spiritbinder,354733
Destruction Warlock,80556.63,470,Gara'jal the Spiritbinder,354733
Survival Hunter,97927.98,466,Gara'jal the Spiritbinder,354733
Destruction Warlock,91117.71,472,Gara'jal the Spiritbinder,354733
Brewmaster Monk,39839.75,463,Gara'jal the Spiritbinder,354733
Elemental Shaman,5273.17,468,Gara'jal the Spiritbinder,354733
Arms Warrior,87254.88,467,Gara'jal the Spiritbinder,354733
Frost Mage,88305.2,466,Gara'jal the Spiritbinder,354733
Destruction Warlock,91551.81,472,Gara'jal the Spiritbinder,354733
Blood DeathKnight,34465.28,467,Gara'jal the Spiritbinder,354733
Frost Mage,86733.84,473,Gara'jal the Spiritbinder,354733
Elemental Shaman,83520.37,472,Gara'jal the Spiritbinder,354733
Survival Hunter,72915.9,461,Gara'jal the Spiritbinder,354733
Unholy DeathKnight,76341.78,472,Gara'jal the Spiritbinder,354733
Destruction Warlock,85224.1,470,Gara'jal the Spiritbinder,354733
Survival Hunter,96949.27,470,Gara'jal the Spiritbinder,354733
Balance Druid,62846.05,467,Gara'jal the Spiritbinder,354733
Unholy DeathKnight,102778.71,476,Gara'jal the Spiritbinder,354733
Elemental Shaman,86916.59,465,Gara'jal the Spiritbinder,354733
Survival Hunter,105748.81,470,Gara'jal the Spiritbinder,354733
Subtlety Rogue,113636.72,470,Elegon,415709
Survival Hunter,142603.37,465,Elegon,415709
Destruction Warlock,123525.19,471,Elegon,415709
Arms Warrior,126433.45,471,Elegon,415709
Blood DeathKnight,48457.56,473,Elegon,415709
Brewmaster Monk,60562.9,472,Elegon,415709
Guardian Druid,2094.87,475,Elegon,415709
Frost Mage,120544.66,472,Elegon,415709
Destruction Warlock,127522.69,470,Elegon,415709
Subtlety Rogue,52087.02,470,Will of the Emperor,416938
Survival Hunter,53131.9,465,Will of the Emperor,416938
Destruction Warlock,74289.34,471,Will of the Emperor,416938
Arms Warrior,50429.76,471,Will of the Emperor,416938
Blood DeathKnight,53623.47,473,Will of the Emperor,416938
Elemental Shaman,703.44,475,Will of the Emperor,416938
Brewmaster Monk,52048.73,472,Will of the Emperor,416938
Balance Druid,55646.4,471,Will of the Emperor,416938
Frost Mage,59891.78,472,Will of the Emperor,416938
Balance Druid,75307.09,474,The Stone Guard,234766
Retribution Paladin,65309.97,462,The Stone Guard,234766
Survival Hunter,91407.29,465,The Stone Guard,234766
Brewmaster Monk,7060.34,465,The Stone Guard,234766
Windwalker Monk,71372.15,471,The Stone Guard,234766
Frost Mage,73799.8,466,The Stone Guard,234766
Destruction Warlock,776.26,467,The Stone Guard,234766
Blood DeathKnight,79583.96,465,The Stone Guard,234766
Destruction Warlock,74601.0,466,The Stone Guard,234766
Balance Druid,80475.8,474,Feng the Accursed,282374
Retribution Paladin,59800.45,462,Feng the Accursed,282374
Survival Hunter,96325.28,465,Feng the Accursed,282374
Brewmaster Monk,30766.0,465,Feng the Accursed,282374
Windwalker Monk,70391.48,471,Feng the Accursed,282374
Frost Mage,70207.57,466,Feng the Accursed,282374
Blood DeathKnight,47893.93,465,Feng the Accursed,282374
Destruction Warlock,74741.8,466,Feng the Accursed,282374
Balance Druid,84952.31,475,Gara'jal the Spiritbinder,223757
Blood DeathKnight,55988.9,465,Gara'jal the Spiritbinder,223757
Destruction Warlock,64272.71,466,Gara'jal the Spiritbinder,223757
Retribution Paladin,71804.55,462,Gara'jal the Spiritbinder,223757
Survival Hunter,95905.72,465,Gara'jal the Spiritbinder,223757
Brewmaster Monk,25290.39,465,Gara'jal the Spiritbinder,223757
Windwalker Monk,77576.37,471,Gara'jal the Spiritbinder,223757
Frost Mage,66206.65,466,Gara'jal the Spiritbinder,223757
Balance Druid,68068.18,475,The Spirit Kings,382697
Blood DeathKnight,37850.69,465,The Spirit Kings,382697
Destruction Warlock,61697.4,466,The Spirit Kings,382697
Retribution Paladin,54370.64,463,The Spirit Kings,382697
Survival Hunter,80636.58,465,The Spirit Kings,382697
Brewmaster Monk,27679.45,465,The Spirit Kings,382697
Windwalker Monk,49733.02,471,The Spirit Kings,382697
Frost Mage,59381.45,466,The Spirit Kings,382697
Balance Druid,142364.01,476,Elegon,447282
Blood DeathKnight,63808.75,465,Elegon,447282
Destruction Warlock,105862.53,466,Elegon,447282
Retribution Paladin,99800.01,463,Elegon,447282
Survival Hunter,130731.5,465,Elegon,447282
Brewmaster Monk,34261.96,465,Elegon,447282
Windwalker Monk,95358.57,471,Elegon,447282
Frost Mage,107184.7,466,Elegon,447282
Balance Druid,76306.17,476,Will of the Emperor,449478
Blood DeathKnight,47018.38,465,Will of the Emperor,449478
Destruction Warlock,72154.61,466,Will of the Emperor,449478
Retribution Paladin,58430.42,463,Will of the Emperor,449478
Survival Hunter,65868.11,465,Will of the Emperor,449478
Brewmaster Monk,42797.17,465,Will of the Emperor,449478
Windwalker Monk,38503.82,471,Will of the Emperor,449478
Frost Mage,53002.84,466,Will of the Emperor,449478
Survival Hunter,101087.71,466,The Stone Guard,214897
Elemental Shaman,103816.06,466,The Stone Guard,214897
Subtlety Rogue,71072.08,467,The Stone Guard,214897
Brewmaster Monk,37136.75,463,The Stone Guard,214897
Frost Mage,96683.63,466,The Stone Guard,214897
Destruction Warlock,82910.27,467,The Stone Guard,214897
Survival Hunter,90410.6,466,The Stone Guard,214897
Blood DeathKnight,11112.83,465,The Stone Guard,214897
Survival Hunter,95660.06,466,Feng the Accursed,272309
Elemental Shaman,77929.99,466,Feng the Accursed,272309
Subtlety Rogue,74165.32,467,Feng the Accursed,272309
Destruction Warlock,6372.68,466,Feng the Accursed,272309
Brewmaster Monk,26914.63,463,Feng the Accursed,272309
Frost Mage,74855.47,466,Feng the Accursed,272309
Destruction Warlock,68833.23,467,Feng the Accursed,272309
Survival Hunter,80913.13,466,Feng the Accursed,272309
Blood DeathKnight,49401.06,465,Feng the Accursed,272309
Survival Hunter,77518.47,466,Gara'jal the Spiritbinder,221124
Elemental Shaman,44867.9,466,Gara'jal the Spiritbinder,221124
Assassination Rogue,89649.26,467,Gara'jal the Spiritbinder,221124
Brewmaster Monk,24918.86,463,Gara'jal the Spiritbinder,221124
Frost Mage,88411.72,466,Gara'jal the Spiritbinder,221124
Destruction Warlock,73316.35,467,Gara'jal the Spiritbinder,221124
Survival Hunter,91065.52,466,Gara'jal the Spiritbinder,221124
Blood DeathKnight,58959.65,465,Gara'jal the Spiritbinder,221124
Survival Hunter,52108.65,466,The Spirit Kings,415088
Elemental Shaman,73716.91,466,The Spirit Kings,415088
Subtlety Rogue,68749.92,467,The Spirit Kings,415088
Destruction Warlock,4456.92,466,The Spirit Kings,415088
Brewmaster Monk,19480.86,463,The Spirit Kings,415088
Frost Mage,58052.28,466,The Spirit Kings,415088
Destruction Warlock,61195.55,467,The Spirit Kings,415088
Survival Hunter,46419.2,466,The Spirit Kings,415088
Blood DeathKnight,37190.96,465,The Spirit Kings,415088
Survival Hunter,158025.48,466,Elegon,410436
Elemental Shaman,130786.8,466,Elegon,410436
Subtlety Rogue,128357.12,467,Elegon,410436
Destruction Warlock,10941.41,466,Elegon,410436
Brewmaster Monk,32656.11,463,Elegon,410436
Frost Mage,104324.43,466,Elegon,410436
Destruction Warlock,108903.87,467,Elegon,410436
Survival Hunter,93938.98,466,Elegon,410436
Blood DeathKnight,61739.21,465,Elegon,410436
Survival Hunter,72468.54,466,Will of the Emperor,394767
Elemental Shaman,67551.97,466,Will of the Emperor,394767
Subtlety Rogue,49589.03,467,Will of the Emperor,394767
Brewmaster Monk,34928.25,463,Will of the Emperor,394767
Frost Mage,65408.94,466,Will of the Emperor,394767
Destruction Warlock,77509.36,467,Will of the Emperor,394767
Survival Hunter,59410.61,466,Will of the Emperor,394767
Blood DeathKnight,65241.56,465,Will of the Emperor,394767
Destruction Warlock,75229.36,466,The Stone Guard,251826
Arms Warrior,76381.53,470,The Stone Guard,251826
Frost Mage,91924.13,465,The Stone Guard,251826
Elemental Shaman,76960.53,463,The Stone Guard,251826
Survival Hunter,62996.69,464,The Stone Guard,251826
Blood DeathKnight,45639.53,467,The Stone Guard,251826
Destruction Warlock,79687.27,468,The Stone Guard,251826
Protection Warrior,3791.43,464,The Stone Guard,251826
Guardian Druid,108.14,463,Feng the Accursed,305052
Survival Hunter,65144.54,464,Feng the Accursed,305052
Destruction Warlock,73412.19,466,Feng the Accursed,305052
Arms Warrior,77916.31,470,Feng the Accursed,305052
Frost Mage,82737.18,466,Feng the Accursed,305052
Elemental Shaman,65043.39,463,Feng the Accursed,305052
Blood DeathKnight,36572.61,467,Feng the Accursed,305052
Destruction Warlock,77110.39,468,Feng the Accursed,305052
Protection Warrior,21507.59,464,Feng the Accursed,305052
Destruction Warlock,60543.07,466,Gara'jal the Spiritbinder,288440
Arms Warrior,73450.96,470,Gara'jal the Spiritbinder,288440
Frost Mage,78949.27,466,Gara'jal the Spiritbinder,288440
Survival Hunter,31499.46,464,Gara'jal the Spiritbinder,288440
Elemental Shaman,67954.67,463,Gara'jal the Spiritbinder,288440
Blood DeathKnight,40249.6,467,Gara'jal the Spiritbinder,288440
Destruction Warlock,57490.43,468,Gara'jal the Spiritbinder,288440
Protection Warrior,30930.56,464,Gara'jal the Spiritbinder,288440
Survival Hunter,119663.96,468,The Stone Guard,292887
Brewmaster Monk,105758.16,466,The Stone Guard,292887
Shadow Priest,52737.13,466,The Stone Guard,292887
Balance Druid,95024.17,471,The Stone Guard,292887
Arms Warrior,127689.3,464,The Stone Guard,292887
Unholy DeathKnight,125809.18,467,The Stone Guard,292887
Elemental Shaman,85521.15,463,The Stone Guard,292887
Blood DeathKnight,35300.84,463,The Stone Guard,292887
Balance Druid,60247.24,471,Feng the Accursed,421316
Arms Warrior,72642.35,464,Feng the Accursed,421316
Survival Hunter,59999.98,468,Feng the Accursed,421316
Shadow Priest,59036.52,466,Feng the Accursed,421316
Brewmaster Monk,38115.34,466,Feng the Accursed,421316
Unholy DeathKnight,76796.94,467,Feng the Accursed,421316
Blood DeathKnight,62305.44,463,Feng the Accursed,421316
Elemental Shaman,71744.21,463,Feng the Accursed,421316
Survival Hunter,82871.87,467,The Spirit Kings,573545
Blood DeathKnight,32830.49,466,The Spirit Kings,573545
Enhancement Shaman,66735.97,466,The Spirit Kings,573545
Destruction Warlock,78558.75,471,The Spirit Kings,573545
Survival Hunter,80889.97,467,The Spirit Kings,573545
Arms Warrior,62844.77,467,The Spirit Kings,573545
Subtlety Rogue,73687.71,467,The Spirit Kings,573545
Frost Mage,57602.43,465,The Spirit Kings,573545
Elemental Shaman,8318.13,465,The Spirit Kings,573545
Unholy DeathKnight,69384.22,469,The Spirit Kings,573545
Elemental Shaman,66641.32,468,The Spirit Kings,573545
Destruction Warlock,80675.59,469,The Spirit Kings,573545
Protection Paladin,22979.14,469,The Spirit Kings,573545
Frost Mage,76452.58,468,The Spirit Kings,573545
Feral Druid,54412.92,463,The Spirit Kings,573545
Destruction Warlock,75401.05,470,The Spirit Kings,573545
Survival Hunter,55124.93,471,The Spirit Kings,573545
Destruction Warlock,79109.32,467,The Spirit Kings,573545
Destruction Warlock,64119.2,468,The Spirit Kings,573545
Unholy DeathKnight,52795.44,464,The Spirit Kings,573545
Survival Hunter,84034.36,467,The Spirit Kings,573545
Retribution Paladin,41761.96,463,The Spirit Kings,573545
Frost Mage,45092.83,460,The Spirit Kings,411130
Destruction Warlock,69607.71,471,The Spirit Kings,411130
Enhancement Shaman,71821.19,470,The Spirit Kings,411130
Destruction Warlock,63825.09,465,The Spirit Kings,411130
Elemental Shaman,64293.37,468,The Spirit Kings,411130
Guardian Druid,19569.26,464,The Spirit Kings,411130
Blood DeathKnight,38293.26,465,The Spirit Kings,411130
Feral Druid,54251.32,464,The Spirit Kings,411130
Retribution Paladin,32763.56,463,Will of the Emperor,447795
Destruction Warlock,73423.92,468,Will of the Emperor,447795
Frost Mage,54541.42,463,Will of the Emperor,447795
Brewmaster Monk,55068.94,472,Will of the Emperor,447795
Blood DeathKnight,49502.93,462,Will of the Emperor,447795
Balance Druid,56045.32,469,Will of the Emperor,447795
Destruction Warlock,51079.46,466,Will of the Emperor,447795
Frost Mage,100713.67,467,The Stone Guard,118746
Elemental Shaman,101052.07,463,The Stone Guard,118746
Fire Mage,52687.85,464,The Stone Guard,118746
Subtlety Rogue,62420.41,470,The Stone Guard,118746
Survival Hunter,124908.31,470,The Stone Guard,118746
Blood DeathKnight,66237.88,466,The Stone Guard,118746
Subtlety Rogue,92414.17,465,The Stone Guard,118746
Elemental Shaman,2886.24,465,The Stone Guard,118746
Destruction Warlock,95556.11,466,The Stone Guard,118746
Elemental Shaman,71951.35,463,The Stone Guard,118746
Windwalker Monk,135970.4,466,The Stone Guard,118746
Balance Druid,86813.86,466,The Stone Guard,118746
Beastmaster Hunter,76249.02,460,The Stone Guard,118746
Arms Warrior,140975.81,468,The Stone Guard,118746
Subtlety Rogue,68927.6,466,The Stone Guard,118746
Elemental Shaman,120258.7,467,The Stone Guard,118746
Frost DeathKnight,57133.23,469,The Stone Guard,118746
Windwalker Monk,88869.9,465,The Stone Guard,118746
Frost Mage,70983.08,460,The Stone Guard,118746
Frost Mage,78715.55,467,Feng the Accursed,243171
Elemental Shaman,67147.19,463,Feng the Accursed,243171
Fire Mage,45524.49,464,Feng the Accursed,243171
Subtlety Rogue,67335.78,470,Feng the Accursed,243171
Survival Hunter,92048.4,470,Feng the Accursed,243171
Blood DeathKnight,43691.74,466,Feng the Accursed,243171
Subtlety Rogue,69481.2,465,Feng the Accursed,243171
Destruction Warlock,80776.08,466,Feng the Accursed,243171
Elemental Shaman,42043.86,463,Feng the Accursed,243171
Windwalker Monk,57252.58,466,Feng the Accursed,243171
Balance Druid,65699.83,466,Feng the Accursed,243171
Beastmaster Hunter,57652.16,460,Feng the Accursed,243171
Arms Warrior,79783.45,468,Feng the Accursed,243171
Subtlety Rogue,65937.23,466,Feng the Accursed,243171
Blood DeathKnight,96497.23,484,Feng the Accursed,243171
Elemental Shaman,77418.24,467,Feng the Accursed,243171
Frost DeathKnight,58169.04,469,Feng the Accursed,243171
Windwalker Monk,73384.22,465,Feng the Accursed,243171
Frost Mage,53028.86,460,Feng the Accursed,243171
Frost Mage,89764.17,467,Gara'jal the Spiritbinder,145074
Elemental Shaman,66334.03,463,Gara'jal the Spiritbinder,145074
Subtlety Rogue,91770.1,470,Gara'jal the Spiritbinder,145074
Survival Hunter,125042.23,470,Gara'jal the Spiritbinder,145074
Blood DeathKnight,61675.32,466,Gara'jal the Spiritbinder,145074
Subtlety Rogue,77101.57,465,Gara'jal the Spiritbinder,145074
Elemental Shaman,8930.17,465,Gara'jal the Spiritbinder,145074
Destruction Warlock,95531.94,466,Gara'jal the Spiritbinder,145074
Elemental Shaman,53458.56,463,Gara'jal the Spiritbinder,145074
Windwalker Monk,77090.09,466,Gara'jal the Spiritbinder,145074
Beastmaster Hunter,74845.97,460,Gara'jal the Spiritbinder,145074
Balance Druid,75781.73,466,Gara'jal the Spiritbinder,145074
Arms Warrior,98345.6,468,Gara'jal the Spiritbinder,145074
Assassination Rogue,85514.49,466,Gara'jal the Spiritbinder,145074
Blood DeathKnight,97079.98,484,Gara'jal the Spiritbinder,145074
Elemental Shaman,90198.83,467,Gara'jal the Spiritbinder,145074
Frost DeathKnight,63343.28,470,Gara'jal the Spiritbinder,145074
Destruction Warlock,5679.32,462,Gara'jal the Spiritbinder,145074
Windwalker Monk,86358.63,465,Gara'jal the Spiritbinder,145074
Frost Mage,63126.07,460,Gara'jal the Spiritbinder,145074
Frost DeathKnight,50684.96,465,The Stone Guard,143305
Unholy DeathKnight,109555.26,467,The Stone Guard,143305
Destruction Warlock,142375.28,472,The Stone Guard,143305
Balance Druid,83033.38,470,The Stone Guard,143305
Arms Warrior,102193.63,466,The Stone Guard,143305
Elemental Shaman,18203.87,464,The Stone Guard,143305
Elemental Shaman,84912.12,470,The Stone Guard,143305
Arms Warrior,92274.12,463,The Stone Guard,143305
Survival Hunter,129671.54,474,The Stone Guard,143305
Fire Mage,64774.43,461,The Stone Guard,143305
Blood DeathKnight,61580.82,462,The Stone Guard,143305
Beastmaster Hunter,77826.29,466,The Stone Guard,143305
Brewmaster Monk,42710.71,463,The Stone Guard,143305
Frost Mage,109382.78,460,The Stone Guard,143305
Frost DeathKnight,39195.46,465,Feng the Accursed,317066
Unholy DeathKnight,78614.11,467,Feng the Accursed,317066
Balance Druid,8384.29,470,Feng the Accursed,317066
Enhancement Shaman,62961.51,465,Feng the Accursed,317066
Destruction Warlock,94145.78,472,Feng the Accursed,317066
Balance Druid,56709.72,470,Feng the Accursed,317066
Arms Warrior,71509.25,466,Feng the Accursed,317066
Elemental Shaman,11579.1,464,Feng the Accursed,317066
Elemental Shaman,74915.01,470,Feng the Accursed,317066
Arms Warrior,54305.2,463,Feng the Accursed,317066
Survival Hunter,95897.38,474,Feng the Accursed,317066
Fire Mage,53732.21,461,Feng the Accursed,317066
Enhancement Shaman,77766.28,470,Feng the Accursed,317066
Beastmaster Hunter,68064.63,466,Feng the Accursed,317066
Brewmaster Monk,37066.67,463,Feng the Accursed,317066
Frost Mage,67197.55,460,Feng the Accursed,317066
Destruction Warlock,69496.76,463,Gara'jal the Spiritbinder,158934
Balance Druid,64909.31,470,Gara'jal the Spiritbinder,158934
Protection Warrior,59609.41,467,Gara'jal the Spiritbinder,158934
Elemental Shaman,87661.44,470,Gara'jal the Spiritbinder,158934
Arms Warrior,61663.22,463,Gara'jal the Spiritbinder,158934
Survival Hunter,97555.34,474,Gara'jal the Spiritbinder,158934
Fire Mage,63264.76,461,Gara'jal the Spiritbinder,158934
Balance Druid,72001.04,472,Gara'jal the Spiritbinder,158934
Enhancement Shaman,88776.72,470,Gara'jal the Spiritbinder,158934
Brewmaster Monk,43658.67,463,Gara'jal the Spiritbinder,158934
Frost Mage,78167.88,460,Gara'jal the Spiritbinder,158934
Frost DeathKnight,44199.88,465,Gara'jal the Spiritbinder,158934
Unholy DeathKnight,99747.06,467,Gara'jal the Spiritbinder,158934
Balance Druid,14915.37,470,Gara'jal the Spiritbinder,158934
Enhancement Shaman,89074.83,465,Gara'jal the Spiritbinder,158934
Destruction Warlock,106421.45,472,Gara'jal the Spiritbinder,158934
Arms Warrior,79826.45,466,Gara'jal the Spiritbinder,158934
Elemental Shaman,17547.67,464,Gara'jal the Spiritbinder,158934
Beastmaster Hunter,85623.76,466,Gara'jal the Spiritbinder,158934
Subtlety Rogue,133089.46,465,The Stone Guard,262199
Unholy DeathKnight,42949.41,463,The Stone Guard,262199
Frost Mage,124123.87,468,The Stone Guard,262199
Destruction Warlock,91244.33,464,The Stone Guard,262199
Brewmaster Monk,163109.11,469,The Stone Guard,262199
Survival Hunter,154949.15,465,The Stone Guard,262199
Protection Warrior,14604.91,469,The Stone Guard,262199
Destruction Warlock,152707.53,471,The Stone Guard,262199
Subtlety Rogue,87634.9,465,Feng the Accursed,393892
Unholy DeathKnight,72321.04,463,Feng the Accursed,393892
Destruction Warlock,63072.36,464,Feng the Accursed,393892
Protection Warrior,35149.14,469,Feng the Accursed,393892
Survival Hunter,102692.23,465,Feng the Accursed,393892
Destruction Warlock,83023.44,471,Feng the Accursed,393892
Frost Mage,58386.98,468,Feng the Accursed,393892
Destruction Warlock,5299.31,463,Feng the Accursed,393892
Brewmaster Monk,46367.79,469,Feng the Accursed,393892
Frost Mage,67495.24,468,Feng the Accursed,232847
Windwalker Monk,70556.69,471,Feng the Accursed,232847
Destruction Warlock,61709.74,468,Feng the Accursed,232847
Survival Hunter,58493.93,462,Feng the Accursed,232847
Frost Mage,90368.19,472,Feng the Accursed,232847
Frost Mage,34607.82,462,Feng the Accursed,232847
Arms Warrior,69300.45,461,Feng the Accursed,232847
Enhancement Shaman,86015.83,470,Feng the Accursed,232847
Frost Mage,55428.92,462,Feng the Accursed,232847
Arms Warrior,74242.7,467,Feng the Accursed,232847
Frost DeathKnight,87725.03,472,Feng the Accursed,232847
Survival Hunter,94582.28,470,Feng the Accursed,232847
Blood DeathKnight,64013.66,471,Feng the Accursed,232847
Frost DeathKnight,63430.55,462,Feng the Accursed,232847
Beastmaster Hunter,61651.85,461,Feng the Accursed,232847
Unholy DeathKnight,68266.05,467,Feng the Accursed,232847
Brewmaster Monk,28560.31,470,Feng the Accursed,232847
Frost DeathKnight,79338.44,468,Feng the Accursed,232847
Windwalker Monk,84876.47,471,Gara'jal the Spiritbinder,151358
Destruction Warlock,86200.86,468,Gara'jal the Spiritbinder,151358
Survival Hunter,61450.68,462,Gara'jal the Spiritbinder,151358
Frost Mage,89266.53,472,Gara'jal the Spiritbinder,151358
Frost Mage,44088.86,462,Gara'jal the Spiritbinder,151358
Arms Warrior,63092.02,461,Gara'jal the Spiritbinder,151358
Enhancement Shaman,91256.21,470,Gara'jal the Spiritbinder,151358
Frost Mage,48863.46,462,Gara'jal the Spiritbinder,151358
Arms Warrior,77209.89,467,Gara'jal the Spiritbinder,151358
Frost DeathKnight,104422.69,472,Gara'jal the Spiritbinder,151358
Survival Hunter,100290.79,470,Gara'jal the Spiritbinder,151358
Blood DeathKnight,61883.3,471,Gara'jal the Spiritbinder,151358
Frost DeathKnight,79339.15,462,Gara'jal the Spiritbinder,151358
Beastmaster Hunter,57981.82,461,Gara'jal the Spiritbinder,151358
Unholy DeathKnight,85293.25,467,Gara'jal the Spiritbinder,151358
Brewmaster Monk,46907.29,470,Gara'jal the Spiritbinder,151358
Frost DeathKnight,94400.48,468,Gara'jal the Spiritbinder,151358
Destruction Warlock,152707.53,471,The Stone Guard,262199
